NUMBER     CUSTOMER	  TIME	     PRODUCT
13  807	2	artichok
11  807	3	heineken
4  807	4	ham
14  807	5	sardines
2  807	6	corned_b
1  808	0	hering
2  808	1	corned_b
3  808	2	olives
4  808	3	ham
5  808	4	turkey
6  808	5	bourbon
9  808	6	soda
3  809	0	olives
6  809	1	bourbon
15  809	2	coke
5  809	3	turkey
7  809	4	ice_crea
9  809	5	soda
2  809	6	corned_b
8  810	0	baguette
14  810	1	sardines
17  810	2	apples
16  810	3	peppers
12  810	4	avocado
1  810	5	hering
4  810	6	ham
12  811	0	avocado
10  811	1	cracker
13  811	2	artichok
11  811	3	heineken
4  811	4	ham
3  811	5	olives
6  811	6	bourbon
8  812	0	baguette
14  812	1	sardines
17  812	2	apples
16  812	3	peppers
12  812	4	avocado
15  812	5	coke
2  812	6	corned_b
14  813	0	sardines
11  813	1	heineken
19  813	2	chicken
15  813	3	coke
7  813	4	ice_crea
1  813	5	hering
13  813	6	artichok
9  814	0	soda
3  814	1	olives
6  814	2	bourbon
10  814	3	cracker
11  814	4	heineken
8  814	5	baguette
1  814	6	hering
8  815	0	baguette
14  815	1	sardines
17  815	2	apples
16  815	3	peppers
12  815	4	avocado
13  815	5	artichok
11  815	6	heineken
3  816	0	olives
6  816	1	bourbon
15  816	2	coke
5  816	3	turkey
7  816	4	ice_crea
4  816	5	ham
2  816	6	corned_b
2  817	0	corned_b
16  817	1	peppers
6  817	2	bourbon
10  817	3	cracker
19  817	4	chicken
8  817	5	baguette
17  817	6	apples
9  818	0	soda
3  818	1	olives
6  818	2	bourbon
10  818	3	cracker
11  818	4	heineken
17  818	5	apples
17  818	6	apples
8  819	0	baguette
1  819	1	hering
12  819	2	avocado
13  819	3	artichok
11  819	4	heineken
10  819	5	cracker
14  819	6	sardines
9  820	0	soda
3  820	1	olives
6  820	2	bourbon
10  820	3	cracker
11  820	4	heineken
8  820	5	baguette
19  820	6	chicken
1  821	0	hering
2  821	1	corned_b
17  821	2	apples
3  821	3	olives
18  821	4	steak
14  821	5	sardines
9  821	6	soda
8  822	0	baguette
9  822	1	soda
1  822	2	hering
10  822	3	cracker
11  822	4	heineken
12  822	5	avocado
19  822	6	chicken
8  823	0	baguette
1  823	1	hering
12  823	2	avocado
13  823	3	artichok
11  823	4	heineken
17  823	5	apples
17  823	6	apples
8  824	0	baguette
14  824	1	sardines
17  824	2	apples
16  824	3	peppers
12  824	4	avocado
11  824	5	heineken
7  824	6	ice_crea
8  825	0	baguette
9  825	1	soda
1  825	2	hering
10  825	3	cracker
11  825	4	heineken
15  825	5	coke
15  825	6	coke
14  826	0	sardines
11  826	1	heineken
19  826	2	chicken
15  826	3	coke
7  826	4	ice_crea
10  826	5	cracker
17  826	6	apples
8  827	0	baguette
9  827	1	soda
1  827	2	hering
10  827	3	cracker
11  827	4	heineken
18  827	5	steak
19  827	6	chicken
12  828	0	avocado
10  828	1	cracker
13  828	2	artichok
11  828	3	heineken
4  828	4	ham
18  828	5	steak
18  828	6	steak
8  829	0	baguette
1  829	1	hering
12  829	2	avocado
13  829	3	artichok
11  829	4	heineken
4  829	5	ham
19  829	6	chicken
2  830	0	corned_b
16  830	1	peppers
6  830	2	bourbon
10  830	3	cracker
19  830	4	chicken
11  830	5	heineken
13  830	6	artichok
1  831	0	hering
2  831	1	corned_b
3  831	2	olives
4  831	3	ham
5  831	4	turkey
20  831	5	bordeaux
8  831	6	baguette
2  832	0	corned_b
16  832	1	peppers
6  832	2	bourbon
10  832	3	cracker
19  832	4	chicken
11  832	5	heineken
5  832	6	turkey
8  833	0	baguette
9  833	1	soda
1  833	2	hering
10  833	3	cracker
11  833	4	heineken
13  833	5	artichok
19  833	6	chicken
14  834	0	sardines
11  834	1	heineken
19  834	2	chicken
15  834	3	coke
7  834	4	ice_crea
17  834	5	apples
4  834	6	ham
3  835	0	olives
6  835	1	bourbon
15  835	2	coke
5  835	3	turkey
7  835	4	ice_crea
1  835	5	hering
14  835	6	sardines
8  836	0	baguette
9  836	1	soda
1  836	2	hering
10  836	3	cracker
11  836	4	heineken
17  836	5	apples
14  836	6	sardines
8  837	0	baguette
1  837	1	hering
12  837	2	avocado
13  837	3	artichok
11  837	4	heineken
17  837	5	apples
17  837	6	apples
8  838	0	baguette
1  838	1	hering
12  838	2	avocado
13  838	3	artichok
11  838	4	heineken
20  838	5	bordeaux
4  838	6	ham
12  839	0	avocado
10  839	1	cracker
13  839	2	artichok
11  839	3	heineken
4  839	4	ham
3  839	5	olives
18  839	6	steak
8  840	0	baguette
9  840	1	soda
1  840	2	hering
10  840	3	cracker
11  840	4	heineken
19  840	5	chicken
7  840	6	ice_crea
8  841	0	baguette
9  841	1	soda
1  841	2	hering
10  841	3	cracker
11  841	4	heineken
6  841	5	bourbon
3  841	6	olives
14  842	0	sardines
11  842	1	heineken
19  842	2	chicken
15  842	3	coke
7  842	4	ice_crea
10  842	5	cracker
4  842	6	ham
12  843	0	avocado
10  843	1	cracker
13  843	2	artichok
11  843	3	heineken
4  843	4	ham
15  843	5	coke
9  843	6	soda
2  844	0	corned_b
16  844	1	peppers
6  844	2	bourbon
10  844	3	cracker
19  844	4	chicken
9  844	5	soda
3  844	6	olives
8  845	0	baguette
14  845	1	sardines
17  845	2	apples
16  845	3	peppers
12  845	4	avocado
6  845	5	bourbon
6  845	6	bourbon
1  846	0	hering
2  846	1	corned_b
3  846	2	olives
4  846	3	ham
5  846	4	turkey
19  846	5	chicken
17  846	6	apples
14  847	0	sardines
11  847	1	heineken
19  847	2	chicken
15  847	3	coke
7  847	4	ice_crea
8  847	5	baguette
6  847	6	bourbon
8  848	0	baguette
9  848	1	soda
1  848	2	hering
10  848	3	cracker
11  848	4	heineken
2  848	5	corned_b
13  848	6	artichok
3  849	0	olives
6  849	1	bourbon
15  849	2	coke
5  849	3	turkey
7  849	4	ice_crea
8  849	5	baguette
11  849	6	heineken
12  850	0	avocado
10  850	1	cracker
13  850	2	artichok
11  850	3	heineken
4  850	4	ham
20  850	5	bordeaux
16  850	6	peppers
1  851	0	hering
2  851	1	corned_b
3  851	2	olives
4  851	3	ham
5  851	4	turkey
15  851	5	coke
17  851	6	apples
14  852	0	sardines
11  852	1	heineken
19  852	2	chicken
15  852	3	coke
7  852	4	ice_crea
16  852	5	peppers
3  852	6	olives
1  853	0	hering
2  853	1	corned_b
3  853	2	olives
4  853	3	ham
5  853	4	turkey
13  853	5	artichok
8  853	6	baguette
9  854	0	soda
3  854	1	olives
6  854	2	bourbon
10  854	3	cracker
11  854	4	heineken
1  854	5	hering
18  854	6	steak
3  855	0	olives
6  855	1	bourbon
15  855	2	coke
5  855	3	turkey
7  855	4	ice_crea
13  855	5	artichok
4  855	6	ham
8  856	0	baguette
14  856	1	sardines
17  856	2	apples
16  856	3	peppers
12  856	4	avocado
18  856	5	steak
2  856	6	corned_b
14  857	0	sardines
11  857	1	heineken
19  857	2	chicken
15  857	3	coke
7  857	4	ice_crea
17  857	5	apples
13  857	6	artichok
1  858	0	hering
2  858	1	corned_b
3  858	2	olives
4  858	3	ham
5  858	4	turkey
7  858	5	ice_crea
18  858	6	steak
1  859	0	hering
2  859	1	corned_b
17  859	2	apples
3  859	3	olives
18  859	4	steak
20  859	5	bordeaux
5  859	6	turkey
2  860	0	corned_b
16  860	1	peppers
6  860	2	bourbon
10  860	3	cracker
19  860	4	chicken
8  860	5	baguette
13  860	6	artichok
8  861	0	baguette
14  861	1	sardines
17  861	2	apples
16  861	3	peppers
12  861	4	avocado
10  861	5	cracker
11  861	6	heineken
1  862	0	hering
2  862	1	corned_b
3  862	2	olives
4  862	3	ham
5  862	4	turkey
12  862	5	avocado
13  862	6	artichok
3  863	0	olives
6  863	1	bourbon
15  863	2	coke
5  863	3	turkey
7  863	4	ice_crea
18  863	5	steak
9  863	6	soda
1  864	0	hering
2  864	1	corned_b
3  864	2	olives
4  864	3	ham
5  864	4	turkey
18  864	5	steak
11  864	6	heineken
14  865	0	sardines
11  865	1	heineken
19  865	2	chicken
15  865	3	coke
7  865	4	ice_crea
9  865	5	soda
17  865	6	apples
9  866	0	soda
3  866	1	olives
6  866	2	bourbon
10  866	3	cracker
11  866	4	heineken
5  866	5	turkey
14  866	6	sardines
1  867	0	hering
2  867	1	corned_b
17  867	2	apples
3  867	3	olives
18  867	4	steak
10  867	5	cracker
14  867	6	sardines
8  868	0	baguette
14  868	1	sardines
17  868	2	apples
16  868	3	peppers
12  868	4	avocado
15  868	5	coke
7  868	6	ice_crea
12  869	0	avocado
10  869	1	cracker
13  869	2	artichok
11  869	3	heineken
4  869	4	ham
20  869	5	bordeaux
1  869	6	hering
1  870	0	hering
2  870	1	corned_b
17  870	2	apples
3  870	3	olives
18  870	4	steak
4  870	5	ham
4  870	6	ham
2  871	0	corned_b
16  871	1	peppers
6  871	2	bourbon
10  871	3	cracker
19  871	4	chicken
11  871	5	heineken
14  871	6	sardines
1  872	0	hering
2  872	1	corned_b
3  872	2	olives
4  872	3	ham
5  872	4	turkey
13  872	5	artichok
6  872	6	bourbon
1  873	0	hering
2  873	1	corned_b
17  873	2	apples
3  873	3	olives
18  873	4	steak
4  873	5	ham
15  873	6	coke
1  874	0	hering
2  874	1	corned_b
3  874	2	olives
4  874	3	ham
5  874	4	turkey
17  874	5	apples
6  874	6	bourbon
8  875	0	baguette
9  875	1	soda
1  875	2	hering
10  875	3	cracker
11  875	4	heineken
13  875	5	artichok
5  875	6	turkey
14  876	0	sardines
11  876	1	heineken
19  876	2	chicken
15  876	3	coke
7  876	4	ice_crea
6  876	5	bourbon
3  876	6	olives
12  877	0	avocado
10  877	1	cracker
13  877	2	artichok
11  877	3	heineken
4  877	4	ham
20  877	5	bordeaux
2  877	6	corned_b
1  878	0	hering
2  878	1	corned_b
3  878	2	olives
4  878	3	ham
5  878	4	turkey
14  878	5	sardines
18  878	6	steak
14  879	0	sardines
11  879	1	heineken
19  879	2	chicken
15  879	3	coke
7  879	4	ice_crea
3  879	5	olives
2  879	6	corned_b
9  880	0	soda
3  880	1	olives
6  880	2	bourbon
10  880	3	cracker
11  880	4	heineken
19  880	5	chicken
17  880	6	apples
14  881	0	sardines
11  881	1	heineken
19  881	2	chicken
15  881	3	coke
7  881	4	ice_crea
1  881	5	hering
6  881	6	bourbon
14  882	0	sardines
11  882	1	heineken
19  882	2	chicken
15  882	3	coke
7  882	4	ice_crea
6  882	5	bourbon
16  882	6	peppers
1  883	0	hering
2  883	1	corned_b
17  883	2	apples
3  883	3	olives
18  883	4	steak
20  883	5	bordeaux
8  883	6	baguette
12  884	0	avocado
10  884	1	cracker
13  884	2	artichok
11  884	3	heineken
4  884	4	ham
9  884	5	soda
6  884	6	bourbon
8  885	0	baguette
1  885	1	hering
12  885	2	avocado
13  885	3	artichok
11  885	4	heineken
3  885	5	olives
3  885	6	olives
2  886	0	corned_b
16  886	1	peppers
6  886	2	bourbon
10  886	3	cracker
19  886	4	chicken
13  886	5	artichok
1  886	6	hering
3  887	0	olives
6  887	1	bourbon
15  887	2	coke
5  887	3	turkey
7  887	4	ice_crea
9  887	5	soda
14  887	6	sardines
14  888	0	sardines
11  888	1	heineken
19  888	2	chicken
15  888	3	coke
7  888	4	ice_crea
16  888	5	peppers
10  888	6	cracker
12  889	0	avocado
10  889	1	cracker
13  889	2	artichok
11  889	3	heineken
4  889	4	ham
17  889	5	apples
16  889	6	peppers
8  890	0	baguette
1  890	1	hering
12  890	2	avocado
13  890	3	artichok
11  890	4	heineken
3  890	5	olives
19  890	6	chicken
8  891	0	baguette
1  891	1	hering
12  891	2	avocado
13  891	3	artichok
11  891	4	heineken
6  891	5	bourbon
2  891	6	corned_b
2  892	0	corned_b
16  892	1	peppers
6  892	2	bourbon
10  892	3	cracker
19  892	4	chicken
17  892	5	apples
9  892	6	soda
9  893	0	soda
3  893	1	olives
6  893	2	bourbon
10  893	3	cracker
11  893	4	heineken
7  893	5	ice_crea
17  893	6	apples
8  894	0	baguette
1  894	1	hering
12  894	2	avocado
13  894	3	artichok
11  894	4	heineken
18  894	5	steak
19  894	6	chicken
8  895	0	baguette
14  895	1	sardines
17  895	2	apples
16  895	3	peppers
12  895	4	avocado
7  895	5	ice_crea
9  895	6	soda
14  896	0	sardines
11  896	1	heineken
19  896	2	chicken
15  896	3	coke
7  896	4	ice_crea
13  896	5	artichok
2  896	6	corned_b
14  897	0	sardines
11  897	1	heineken
19  897	2	chicken
15  897	3	coke
7  897	4	ice_crea
8  897	5	baguette
13  897	6	artichok
12  898	0	avocado
10  898	1	cracker
13  898	2	artichok
11  898	3	heineken
4  898	4	ham
2  898	5	corned_b
6  898	6	bourbon
8  899	0	baguette
9  899	1	soda
1  899	2	hering
10  899	3	cracker
11  899	4	heineken
14  899	5	sardines
16  899	6	peppers
14  900	0	sardines
11  900	1	heineken
19  900	2	chicken
15  900	3	coke
7  900	4	ice_crea
16  900	5	peppers
6  900	6	bourbon
8  901	0	baguette
14  901	1	sardines
17  901	2	apples
16  901	3	peppers
12  901	4	avocado
15  901	5	coke
18  901	6	steak
8  902	0	baguette
9  902	1	soda
1  902	2	hering
10  902	3	cracker
11  902	4	heineken
17  902	5	apples
19  902	6	chicken
9  903	0	soda
3  903	1	olives
6  903	2	bourbon
10  903	3	cracker
11  903	4	heineken
16  903	5	peppers
17  903	6	apples
9  904	0	soda
3  904	1	olives
6  904	2	bourbon
10  904	3	cracker
11  904	4	heineken
5  904	5	turkey
1  904	6	hering
9  905	0	soda
3  905	1	olives
6  905	2	bourbon
10  905	3	cracker
11  905	4	heineken
5  905	5	turkey
12  905	6	avocado
1  906	0	hering
2  906	1	corned_b
17  906	2	apples
3  906	3	olives
18  906	4	steak
19  906	5	chicken
13  906	6	artichok
8  907	0	baguette
14  907	1	sardines
17  907	2	apples
16  907	3	peppers
12  907	4	avocado
3  907	5	olives
5  907	6	turkey
1  908	0	hering
2  908	1	corned_b
3  908	2	olives
4  908	3	ham
5  908	4	turkey
19  908	5	chicken
16  908	6	peppers
8  909	0	baguette
9  909	1	soda
1  909	2	hering
10  909	3	cracker
11  909	4	heineken
12  909	5	avocado
18  909	6	steak
14  910	0	sardines
11  910	1	heineken
19  910	2	chicken
15  910	3	coke
7  910	4	ice_crea
18  910	5	steak
4  910	6	ham
1  911	0	hering
2  911	1	corned_b
17  911	2	apples
3  911	3	olives
18  911	4	steak
15  911	5	coke
11  911	6	heineken
1  912	0	hering
2  912	1	corned_b
17  912	2	apples
3  912	3	olives
18  912	4	steak
16  912	5	peppers
7  912	6	ice_crea
1  913	0	hering
2  913	1	corned_b
17  913	2	apples
3  913	3	olives
18  913	4	steak
4  913	5	ham
11  913	6	heineken
9  914	0	soda
3  914	1	olives
6  914	2	bourbon
10  914	3	cracker
11  914	4	heineken
8  914	5	baguette
13  914	6	artichok
1  915	0	hering
2  915	1	corned_b
17  915	2	apples
3  915	3	olives
18  915	4	steak
5  915	5	turkey
8  915	6	baguette
12  916	0	avocado
10  916	1	cracker
13  916	2	artichok
11  916	3	heineken
4  916	4	ham
18  916	5	steak
18  916	6	steak
8  917	0	baguette
1  917	1	hering
12  917	2	avocado
13  917	3	artichok
11  917	4	heineken
20  917	5	bordeaux
15  917	6	coke
8  918	0	baguette
9  918	1	soda
1  918	2	hering
10  918	3	cracker
11  918	4	heineken
17  918	5	apples
13  918	6	artichok
8  919	0	baguette
1  919	1	hering
12  919	2	avocado
13  919	3	artichok
11  919	4	heineken
3  919	5	olives
10  919	6	cracker
14  920	0	sardines
11  920	1	heineken
19  920	2	chicken
15  920	3	coke
7  920	4	ice_crea
18  920	5	steak
10  920	6	cracker
12  921	0	avocado
10  921	1	cracker
13  921	2	artichok
11  921	3	heineken
4  921	4	ham
7  921	5	ice_crea
17  921	6	apples
14  922	0	sardines
11  922	1	heineken
19  922	2	chicken
15  922	3	coke
7  922	4	ice_crea
6  922	5	bourbon
5  922	6	turkey
9  923	0	soda
3  923	1	olives
6  923	2	bourbon
10  923	3	cracker
11  923	4	heineken
14  923	5	sardines
12  923	6	avocado
8  924	0	baguette
14  924	1	sardines
17  924	2	apples
16  924	3	peppers
12  924	4	avocado
6  924	5	bourbon
15  924	6	coke
9  925	0	soda
3  925	1	olives
6  925	2	bourbon
10  925	3	cracker
11  925	4	heineken
1  925	5	hering
1  925	6	hering
8  926	0	baguette
14  926	1	sardines
17  926	2	apples
16  926	3	peppers
12  926	4	avocado
19  926	5	chicken
1  926	6	hering
3  927	0	olives
6  927	1	bourbon
15  927	2	coke
5  927	3	turkey
7  927	4	ice_crea
10  927	5	cracker
8  927	6	baguette
8  928	0	baguette
14  928	1	sardines
17  928	2	apples
16  928	3	peppers
12  928	4	avocado
6  928	5	bourbon
3  928	6	olives
14  929	0	sardines
11  929	1	heineken
19  929	2	chicken
15  929	3	coke
7  929	4	ice_crea
13  929	5	artichok
5  929	6	turkey
1  930	0	hering
2  930	1	corned_b
3  930	2	olives
4  930	3	ham
5  930	4	turkey
9  930	5	soda
9  930	6	soda
14  931	0	sardines
11  931	1	heineken
19  931	2	chicken
15  931	3	coke
7  931	4	ice_crea
20  931	5	bordeaux
3  931	6	olives
2  932	0	corned_b
16  932	1	peppers
6  932	2	bourbon
10  932	3	cracker
19  932	4	chicken
1  932	5	hering
18  932	6	steak
14  933	0	sardines
11  933	1	heineken
19  933	2	chicken
15  933	3	coke
7  933	4	ice_crea
2  933	5	corned_b
18  933	6	steak
1  934	0	hering
2  934	1	corned_b
3  934	2	olives
4  934	3	ham
5  934	4	turkey
19  934	5	chicken
6  934	6	bourbon
1  935	0	hering
2  935	1	corned_b
17  935	2	apples
3  935	3	olives
18  935	4	steak
5  935	5	turkey
7  935	6	ice_crea
8  936	0	baguette
1  936	1	hering
12  936	2	avocado
13  936	3	artichok
11  936	4	heineken
5  936	5	turkey
5  936	6	turkey
8  937	0	baguette
14  937	1	sardines
17  937	2	apples
16  937	3	peppers
12  937	4	avocado
7  937	5	ice_crea
3  937	6	olives
9  938	0	soda
3  938	1	olives
6  938	2	bourbon
10  938	3	cracker
11  938	4	heineken
8  938	5	baguette
16  938	6	peppers
8  939	0	baguette
1  939	1	hering
12  939	2	avocado
13  939	3	artichok
11  939	4	heineken
6  939	5	bourbon
18  939	6	steak
8  940	0	baguette
14  940	1	sardines
17  940	2	apples
16  940	3	peppers
12  940	4	avocado
6  940	5	bourbon
6  940	6	bourbon
8  941	0	baguette
9  941	1	soda
1  941	2	hering
10  941	3	cracker
11  941	4	heineken
18  941	5	steak
2  941	6	corned_b
12  942	0	avocado
10  942	1	cracker
13  942	2	artichok
11  942	3	heineken
4  942	4	ham
5  942	5	turkey
19  942	6	chicken
8  943	0	baguette
14  943	1	sardines
17  943	2	apples
16  943	3	peppers
12  943	4	avocado
6  943	5	bourbon
19  943	6	chicken
14  944	0	sardines
11  944	1	heineken
19  944	2	chicken
15  944	3	coke
7  944	4	ice_crea
12  944	5	avocado
10  944	6	cracker
8  945	0	baguette
14  945	1	sardines
17  945	2	apples
16  945	3	peppers
12  945	4	avocado
15  945	5	coke
10  945	6	cracker
9  946	0	soda
3  946	1	olives
6  946	2	bourbon
10  946	3	cracker
11  946	4	heineken
5  946	5	turkey
13  946	6	artichok
8  947	0	baguette
9  947	1	soda
1  947	2	hering
10  947	3	cracker
11  947	4	heineken
18  947	5	steak
3  947	6	olives
14  948	0	sardines
11  948	1	heineken
19  948	2	chicken
15  948	3	coke
7  948	4	ice_crea
20  948	5	bordeaux
10  948	6	cracker
3  949	0	olives
6  949	1	bourbon
15  949	2	coke
5  949	3	turkey
7  949	4	ice_crea
4  949	5	ham
13  949	6	artichok
8  950	0	baguette
9  950	1	soda
1  950	2	hering
10  950	3	cracker
11  950	4	heineken
15  950	5	coke
12  950	6	avocado
8  951	0	baguette
9  951	1	soda
1  951	2	hering
10  951	3	cracker
11  951	4	heineken
18  951	5	steak
14  951	6	sardines
8  952	0	baguette
9  952	1	soda
1  952	2	hering
10  952	3	cracker
11  952	4	heineken
19  952	5	chicken
2  952	6	corned_b
8  953	0	baguette
9  953	1	soda
1  953	2	hering
10  953	3	cracker
11  953	4	heineken
14  953	5	sardines
13  953	6	artichok
1  954	0	hering
2  954	1	corned_b
3  954	2	olives
4  954	3	ham
5  954	4	turkey
6  954	5	bourbon
9  954	6	soda
9  955	0	soda
3  955	1	olives
6  955	2	bourbon
10  955	3	cracker
11  955	4	heineken
2  955	5	corned_b
1  955	6	hering
2  956	0	corned_b
16  956	1	peppers
6  956	2	bourbon
10  956	3	cracker
19  956	4	chicken
9  956	5	soda
3  956	6	olives
14  957	0	sardines
11  957	1	heineken
19  957	2	chicken
15  957	3	coke
7  957	4	ice_crea
3  957	5	olives
10  957	6	cracker
2  958	0	corned_b
16  958	1	peppers
6  958	2	bourbon
10  958	3	cracker
19  958	4	chicken
11  958	5	heineken
17  958	6	apples
1  959	0	hering
2  959	1	corned_b
3  959	2	olives
4  959	3	ham
5  959	4	turkey
9  959	5	soda
6  959	6	bourbon
9  960	0	soda
3  960	1	olives
6  960	2	bourbon
10  960	3	cracker
11  960	4	heineken
15  960	5	coke
7  960	6	ice_crea
9  961	0	soda
3  961	1	olives
6  961	2	bourbon
10  961	3	cracker
11  961	4	heineken
14  961	5	sardines
16  961	6	peppers
8  962	0	baguette
14  962	1	sardines
17  962	2	apples
16  962	3	peppers
12  962	4	avocado
7  962	5	ice_crea
15  962	6	coke
2  963	0	corned_b
16  963	1	peppers
6  963	2	bourbon
10  963	3	cracker
19  963	4	chicken
13  963	5	artichok
13  963	6	artichok
1  964	0	hering
2  964	1	corned_b
3  964	2	olives
4  964	3	ham
5  964	4	turkey
11  964	5	heineken
13  964	6	artichok
2  965	0	corned_b
16  965	1	peppers
6  965	2	bourbon
10  965	3	cracker
19  965	4	chicken
11  965	5	heineken
5  965	6	turkey
8  966	0	baguette
9  966	1	soda
1  966	2	hering
10  966	3	cracker
11  966	4	heineken
5  966	5	turkey
6  966	6	bourbon
8  967	0	baguette
1  967	1	hering
12  967	2	avocado
13  967	3	artichok
11  967	4	heineken
17  967	5	apples
2  967	6	corned_b
1  968	0	hering
2  968	1	corned_b
3  968	2	olives
4  968	3	ham
5  968	4	turkey
16  968	5	peppers
14  968	6	sardines
14  969	0	sardines
11  969	1	heineken
19  969	2	chicken
15  969	3	coke
7  969	4	ice_crea
4  969	5	ham
8  969	6	baguette
1  970	0	hering
2  970	1	corned_b
3  970	2	olives
4  970	3	ham
5  970	4	turkey
13  970	5	artichok
8  970	6	baguette
2  971	0	corned_b
16  971	1	peppers
6  971	2	bourbon
10  971	3	cracker
19  971	4	chicken
15  971	5	coke
17  971	6	apples
8  972	0	baguette
9  972	1	soda
1  972	2	hering
10  972	3	cracker
11  972	4	heineken
7  972	5	ice_crea
15  972	6	coke
8  973	0	baguette
14  973	1	sardines
17  973	2	apples
16  973	3	peppers
12  973	4	avocado
6  973	5	bourbon
7  973	6	ice_crea
8  974	0	baguette
9  974	1	soda
1  974	2	hering
10  974	3	cracker
11  974	4	heineken
4  974	5	ham
6  974	6	bourbon
12  975	0	avocado
10  975	1	cracker
13  975	2	artichok
11  975	3	heineken
4  975	4	ham
18  975	5	steak
1  975	6	hering
3  976	0	olives
6  976	1	bourbon
15  976	2	coke
5  976	3	turkey
7  976	4	ice_crea
2  976	5	corned_b
10  976	6	cracker
12  977	0	avocado
10  977	1	cracker
13  977	2	artichok
11  977	3	heineken
4  977	4	ham
17  977	5	apples
1  977	6	hering
1  978	0	hering
2  978	1	corned_b
17  978	2	apples
3  978	3	olives
18  978	4	steak
19  978	5	chicken
12  978	6	avocado
8  979	0	baguette
1  979	1	hering
12  979	2	avocado
13  979	3	artichok
11  979	4	heineken
6  979	5	bourbon
6  979	6	bourbon
8  980	0	baguette
9  980	1	soda
1  980	2	hering
10  980	3	cracker
11  980	4	heineken
18  980	5	steak
13  980	6	artichok
3  981	0	olives
6  981	1	bourbon
15  981	2	coke
5  981	3	turkey
7  981	4	ice_crea
13  981	5	artichok
4  981	6	ham
8  982	0	baguette
9  982	1	soda
1  982	2	hering
10  982	3	cracker
11  982	4	heineken
6  982	5	bourbon
16  982	6	peppers
14  983	0	sardines
11  983	1	heineken
19  983	2	chicken
15  983	3	coke
7  983	4	ice_crea
4  983	5	ham
9  983	6	soda
3  984	0	olives
6  984	1	bourbon
15  984	2	coke
5  984	3	turkey
7  984	4	ice_crea
17  984	5	apples
14  984	6	sardines
9  985	0	soda
3  985	1	olives
6  985	2	bourbon
10  985	3	cracker
11  985	4	heineken
15  985	5	coke
4  985	6	ham
9  986	0	soda
3  986	1	olives
6  986	2	bourbon
10  986	3	cracker
11  986	4	heineken
15  986	5	coke
8  986	6	baguette
8  987	0	baguette
9  987	1	soda
1  987	2	hering
10  987	3	cracker
11  987	4	heineken
19  987	5	chicken
16  987	6	peppers
9  988	0	soda
3  988	1	olives
6  988	2	bourbon
10  988	3	cracker
11  988	4	heineken
2  988	5	corned_b
19  988	6	chicken
1  989	0	hering
2  989	1	corned_b
17  989	2	apples
3  989	3	olives
18  989	4	steak
5  989	5	turkey
7  989	6	ice_crea
14  990	0	sardines
11  990	1	heineken
19  990	2	chicken
15  990	3	coke
7  990	4	ice_crea
1  990	5	hering
3  990	6	olives
3  991	0	olives
6  991	1	bourbon
15  991	2	coke
5  991	3	turkey
7  991	4	ice_crea
17  991	5	apples
9  991	6	soda
12  992	0	avocado
10  992	1	cracker
13  992	2	artichok
11  992	3	heineken
4  992	4	ham
19  992	5	chicken
19  992	6	chicken
1  993	0	hering
2  993	1	corned_b
17  993	2	apples
3  993	3	olives
18  993	4	steak
10  993	5	cracker
13  993	6	artichok
8  994	0	baguette
1  994	1	hering
12  994	2	avocado
13  994	3	artichok
11  994	4	heineken
19  994	5	chicken
17  994	6	apples
8  995	0	baguette
9  995	1	soda
1  995	2	hering
10  995	3	cracker
11  995	4	heineken
7  995	5	ice_crea
18  995	6	steak
12  996	0	avocado
10  996	1	cracker
13  996	2	artichok
11  996	3	heineken
4  996	4	ham
19  996	5	chicken
6  996	6	bourbon
1  997	0	hering
2  997	1	corned_b
3  997	2	olives
4  997	3	ham
5  997	4	turkey
8  997	5	baguette
17  997	6	apples
8  998	0	baguette
9  998	1	soda
1  998	2	hering
10  998	3	cracker
11  998	4	heineken
14  998	5	sardines
14  998	6	sardines
14  999	0	sardines
11  999	1	heineken
19  999	2	chicken
15  999	3	coke
7  999	4	ice_crea
2  999	5	corned_b
16  999	6	peppers
1  1000	0	hering
2  1000	1	corned_b
17  1000	2	apples
3  1000	3	olives
18  1000	4	steak
6  1000	5	bourbon
11  1000	6	heineken
